the_geom,cartodb_id,fc_subsidy_id,end_date,start_date,obs_id,sub_subsidy_id,subsidy_id,agency_id,reac_date,reac_score,tenure,preservation,subsidized_units,project_name,sub_subsidy_name,subsidy_name,agency_name,program
,662368,6000000005975,,20090701,,,,,,,,,,Parkview II,LAMP - HDC,City and State Programs,NYC Department of Housing Preservation and Development,true
,662369,6000000005986,,20060306,,,,,,,,,,FREEDOM HOUSE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662370,6000000005987,,20070615,,,,,,,,,,WEBSTER AVENUE/JACOBS PLACE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662371,6000000005988,,20071227,,,,,,,,,,VILLA AVENUE APARTMENTS,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,662372,6000000005989,,20070615,,,,,,,,,,WEST 119TH STREET/120TH STREET - SITE 11,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662373,6000000005990,,20080124,,,,,,,,,,1068 GERARD AVE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662374,6000000005991,,20080131,,,,,,,,,,LITTLE ROCK MANOR,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662375,6000000005992,,20100817,,,,,,,,,,CRESTON TOWERS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662376,6000000005993,,20100817,,,,,,,,,,FOX LEGGETT,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662377,6000000005994,,20100219,,,,,,,,,,Casablanca Houses,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662378,6000000005995,,20070330,,,,,,,,,,15 EAST CLARKE PLACE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662379,6000000005996,,20171011,,,,,,,,,,ALMA - 713 CLASSON,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662380,6000000005997,,20170622,,,,,,,,,,ALMA - 523 PROSPECT,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662381,6000000005998,,20170622,,,,,,,,,,ALMA - 565 PROSPECT PLACE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662382,6000000005999,,20170629,,,,,,,,,,ALMA - 480 ST MARKS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662383,6000000006000,,20070413,,,,,,,,,,713 TILDEN AVE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662384,6000000006001,,20091001,,,,,,,,,,WALTON HENWOOD,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,662385,6000000006010,,20090203,,,,,,,,,,WEST 153RD STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662386,6000000006015,,20090921,,,,,,,,,,WASHINGTON AVENUE FAMILY HOUSING,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662387,6000000006016,,20090812,,,,,,,,,,1920 Washington Ave,LAMP - HDC,City and State Programs,NYC Department of Housing Preservation and Development,true
,662388,6000000006017,,20080630,,,,,,,,,,TPT - UHAB - 131 E 101 ST,TPT,City and State Programs,NYC Department of Housing Preservation and Development,true
,662389,6000000006018,,20100914,,,,,,,,,,LONGWOOD GARDENS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662390,6000000006019,,20080403,,,,,,,,,,SALEM HOUSE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662391,6000000006037,,20101222,,,,,,,,,,DECATUR TERRACE APARTMENTS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662392,6000000006040,,20091222,,,,,,,,,,BRISTOL/HOPKINSON STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662393,6000000006041,,20120725,,,,,,,,,,775 LAFAYETTE AVENUE CO-OPS (AKA ST. PHILIPS),Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662394,6000000006058,,20070809,,,,,,,,,,45 MALTA/662 ALABAMA,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662395,6000000006059,,20080122,,,,,,,,,,Kings County Senior Residence,LAMP - HDC,City and State Programs,NYC Department of Housing Preservation and Development,true
,662396,6000000006060,,20070918,,,,,,,,,,45 MALTA/662 ALABAMA,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662397,6000000006061,,20080707,,,,,,,,,,BATHGATE APARTMENTS,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,662398,6000000006062,,20090501,,,,,,,,,,Bathgate Avenue Apartments,LAMP - HDC,City and State Programs,NYC Department of Housing Preservation and Development,true
,662399,6000000006063,,20110525,,,,,,,,,,TBK513,TPT,City and State Programs,NYC Department of Housing Preservation and Development,true
,662400,6000000006064,,20091015,,,,,,,,,,20 N 5TH STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662401,6000000006066,,20070507,,,,,,,,,,RESIDENCIA ESTRELLA-VARGAS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662402,6000000006067,,20080903,,,,,,,,,,VIP COLLEGE AVENUE APARTMENTS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662403,6000000006068,,20080819,,,,,,,,,,HIMROD STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662404,6000000006069,,20081217,,,,,,,,,,1211 SOUTHERN BOULEVARD,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662405,6000000006071,,20110627,,,,,,,,,,TBK309A,TPT,City and State Programs,NYC Department of Housing Preservation and Development,true
,662406,6000000006072,,20090730,,,,,,,,,,Twin Pines Apts,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662407,6000000006074,,20081208,,,,,,,,,,3313 THIRD AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662408,6000000006075,,20101210,,,,,,,,,,550 WATKINS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662409,6000000006076,,20101209,,,,,,,,,,550 WATKINS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662410,6000000006077,,20110331,,,,,,,,,,RHEINGOLD HEIGHTS PHASE II APARTMENTS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662411,6000000006079,,20081219,,,,,,,,,,EAST 170TH STREET,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,662412,6000000006080,,20081223,,,,,,,,,,1926 CROTONA PARKWAY,421a Affordable,City and State Programs,NYC Department of Housing Preservation and Development,true
,662413,6000000006081,,20071231,,,,,,,,,,1932 CROTONA PARKWAY,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662414,6000000006082,,20181205,,,,,,,,,,510 FLATBUSH APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662415,6000000006826,,20190619,,,,,,,,,,100 HIMROD STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662416,6000000006827,,20180725,,,,,,,,,,2139 THIRD AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662417,6000000006828,,20190531,,,,,,,,,,196 FREEMAN STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662418,6000000006829,,20180809,,,,,,,,,,690 BUSHWICK RESIDENCE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662419,6000000006830,,20190619,,,,,,,,,,COMMUNITY ACCESS.111 EAST 172ND STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662420,6000000006831,,20181015,,,,,,,,,,Webster Commons Building D,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662421,6000000006832,,20180717,,,,,,,,,,26-27 2 STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662422,6000000006833,,20170905,,,,,,,,,,810 FLUSHING AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662423,6000000006834,,20190617,,,,,,,,,,CONCERN. WEST 21ST STREET. CONEY ISLAND,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662424,6000000006835,,20151021,,,,,,,,,,BRADHURST CORNERSTONE II APARTMENTS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662425,6000000006836,,20170516,,,,,,,,,,866 EAST 178TH STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662426,6000000006837,,20190221,,,,,,,,,,1319 PROSPECT AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662427,6000000006838,,20190201,,,,,,,,,,407 EAST 160TH STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662428,6000000006839,,20151230,,,,,,,,,,El Rio Residence_1041 East 179th St.,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662429,6000000006840,,20190320,,,,,,,,,,267 ROGERS AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662430,6000000006841,,20190424,,,,,,,,,,2222 JACKSON AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662431,6000000006842,,20190118,,,,,,,,,,100 BARROW STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662432,6000000006843,,20180717,,,,,,,,,,20 JEFFERSON STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662433,6000000006844,,20170419,,,,,,,,,,STRIVERS PLAZA,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662434,6000000006845,,20181214,,,,,,,,,,COMUNILIFE. 1815 WEST FARMS ROAD,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662435,6000000006846,,20191211,,,,,,,,,,961 WILLOUGHBY AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662436,6000000006848,,20110901,,,,,,,,,,397-403 HOWARD AVENUE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662437,6000000006849,,20190212,,,,,,,,,,195 SULLIVAN PLACE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662438,6000000006850,,20140221,,,,,,,,,,CLINTON COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662439,6000000006851,,20190228,,,,,,,,,,712 EAST 175 STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662440,6000000006852,,20190619,,,,,,,,,,96 HIMROD STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662441,6000000006853,,20190619,,,,,,,,,,98 HIMROD STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662442,6000000006855,,20180626,,,,,,,,,,296 THROOP AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662443,6000000006856,,20190222,,,,,,,,,,LIVONIA PHASE II SITES 6-8,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662444,6000000006857,,20181128,,,,,,,,,,626 EAST 223 STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662445,6000000006883,,20180810,,,,,,,,,,126 BOERUM STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662446,6000000006887,,20190911,,,,,,,,,,BRONX PRO. 1017 HOME STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662447,6000000006888,,20190109,,,,,,,,,,3190 RIVERDALE AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662448,6000000006889,,20191211,,,,,,,,,,2527 CHURCH AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662449,6000000006890,,20181227,,,,,,,,,,Essex Crossing - Site 2,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662450,6000000006891,,20180510,,,,,,,,,,BRIDGE.425 E 161ST ST. MELROSE SITE C SHLP PORTION,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662451,6000000006892,,20191220,,,,,,,,,,WEX18 APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662452,6000000006893,,20190513,,,,,,,,,,LIVONIA PHASE II SITES 6-8,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662453,6000000006894,,20160506,,,,,,,,,,Prospect Plaza Redevelopment,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662454,6000000006895,,20191015,,,,,,,,,,NEW DESTINY. 902 JENNINGS STREET,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662455,6000000006896,,20190411,,,,,,,,,,912 BERGEN STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662456,6000000006897,,20190307,,,,,,,,,,MLK PLAZA,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662457,6000000006898,,20190919,,,,,,,,,,412 EVERGREEN AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662458,6000000006899,,20190517,,,,,,,,,,577 WEST 161ST STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662459,6000000006900,,20190517,,,,,,,,,,WATERMARK COURT,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662460,6000000006901,,20170815,,,,,,,,,,BAM CULTURAL DISTRICT NORTH SITE- TOWER I,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662461,6000000006902,,20190410,,,,,,,,,,30-68 38TH STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662462,6000000006903,,20200117,,,,,,,,,,CCM. 404 SNEDIKER AVE. BEVERLY'S PLACE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662463,6000000006904,,20180508,,,,,,,,,,880 METRO REALTY,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662464,6000000006905,,20191127,,,,,,,,,,57-27 GRANGER STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662465,6000000006906,,20181120,,,,,,,,,,NYCHA FULTON HOUSES,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662466,6000000006907,,20181102,,,,,,,,,,MORRIS II APARTMENTS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662467,6000000006908,,20191015,,,,,,,,,,"CLARK, THE",Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662468,6000000006909,,20180105,,,,,,,,,,198 19TH STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662469,6000000006910,,20191230,,,,,,,,,,BRONX COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662470,6000000006911,,20181011,,,,,,,,,,PCMH. 500 GATES AVENUE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662471,6000000006912,,20181025,,,,,,,,,,867 DEKALB AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662472,6000000006913,,20190306,,,,,,,,,,875 DEKALB AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662473,6000000006914,,20180312,,,,,,,,,,246 JOHNSON AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662474,6000000006915,,20190917,,,,,,,,,,545 EAST 166TH ST,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662475,6000000006916,,20191211,,,,,,,,,,BFC. 140 ESSEX ST. ESSEX CROSSING SITE 8,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662476,6000000006917,,20180629,,,,,,,,,,Our Lady of Lourdes,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662477,6000000006918,,20190708,,,,,,,,,,1207 BROADWAY,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662478,6000000006919,,20191230,,,,,,,,,,WSFSSH.570 EAST 137TH STREET.MILLBROOK TERRACE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662479,6000000006920,,20190313,,,,,,,,,,46 COOK STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662480,6000000006921,,20180413,,,,,,,,,,West Farms/Longfellow Ave,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662481,6000000006922,,20171207,,,,,,,,,,WIN.75-121 JUNIUS ST.THE GLENMORE,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662482,6000000006923,,20181017,,,,,,,,,,310 GRAHAM AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662483,6000000006924,,20180504,,,,,,,,,,PROSPECT PLAZA - SITE 3,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662484,6000000006925,,20191216,,,,,,,,,,BFC. 118 ST EDWARDS STREET. INGERSOLL SENIOR RESIDENCES,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662485,6000000006926,,20181025,,,,,,,,,,RUTLAND ROAD APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662486,6000000006927,,20180525,,,,,,,,,,530 EXTERIOR STREET (AKA E 149 ST A),Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662487,6000000006928,,20181220,,,,,,,,,,COMUNILIFE. 760 BROADWAY. WOODHULL COMMUNITY RESIDEN,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662488,6000000006929,,20151109,,,,,,,,,,Atlantic Commons Phase 2,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662489,6000000006930,,20190618,,,,,,,,,,BRKG GND. 626 BERGEN AVE. LA CENTRAL,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662490,6000000006931,,20181205,,,,,,,,,,1140 BUSHWICK AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662491,6000000006932,,20190125,,,,,,,,,,140 STANHOPE STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662492,6000000006933,,20190909,,,,,,,,,,49 ROCHESTER AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662493,6000000006935,,20180619,,,,,,,,,,212 LINDEN BLVD,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662494,6000000006936,,20181025,,,,,,,,,,785 DEKALB AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662495,6000000006937,,20191129,,,,,,,,,,DANCE THEATRE OF HARLEM,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662496,6000000006938,,20170731,,,,,,,,,,COMPASS RESIDENCES 2A,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662497,6000000006939,,20181205,,,,,,,,,,SOMERS APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662498,6000000006940,,20190417,,,,,,,,,,44 KENT STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662499,6000000006941,,20190722,,,,,,,,,,"FREDRICK OLMSTEAD, THE",Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662500,6000000006942,,20190116,,,,,,,,,,70 BUSHWICK AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662501,6000000006943,,20180723,,,,,,,,,,2547 CRUGER AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662502,6000000006944,,20190109,,,,,,,,,,309 VAN SICLEN AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662503,6000000006945,,20190329,,,,,,,,,,34 BELVEDERE STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662504,6000000006946,,20190424,,,,,,,,,,89 BARTLETT STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662505,6000000006947,,20190717,,,,,,,,,,378 HARMAN STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662506,6000000006948,,20190930,,,,,,,,,,SPRING CREEK PHASE 4B-1,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662507,6000000006949,,20190801,,,,,,,,,,SPRING CREEK PHASE 4B-1,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662508,6000000006950,,20191125,,,,,,,,,,SPRING CREEK PHASE 4B-1,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662509,6000000006951,,20191226,,,,,,,,,,SPRING CREEK PHASE 4B-1,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662510,6000000006952,,20191121,,,,,,,,,,SPRING CREEK PHASE 4B-1,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662511,6000000006953,,20191001,,,,,,,,,,1176 NELSON AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662512,6000000006954,,20190116,,,,,,,,,,233 BUFFALO AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662513,6000000006955,,20180720,,,,,,,,,,2118 MAPES AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662514,6000000006956,,20191007,,,,,,,,,,2825 SNYDER AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662515,6000000006957,,20191007,,,,,,,,,,2823 SNYDER AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662516,6000000006958,,20190405,,,,,,,,,,1068 FULTON STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662517,6000000006959,,20161021,,,,,,,,,,CAMBA. 331 Saratoga Ave. Bergen Saratoga,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662518,6000000006960,,20171222,,,,,,,,,,STANLEY COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662519,6000000006961,,20190717,,,,,,,,,,STAN GREEN APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662520,6000000006962,,20171228,,,,,,,,,,STANLEY COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662521,6000000006963,,20170426,,,,,,,,,,STANLEY COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662522,6000000006964,,20170719,,,,,,,,,,STANLEY COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662523,6000000006965,,20180123,,,,,,,,,,STANLEY COMMONS,Multi-Family Program,City and State Programs,NYC Department of Housing Preservation and Development,true
,662524,6000000006966,,20180723,,,,,,,,,,615 ST JOHN'S PLACE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662525,6000000006967,,20190513,,,,,,,,,,306 STOCKHOLM STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662526,6000000006968,,20190726,,,,,,,,,,76 PALMETTO STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662527,6000000006969,,20190410,,,,,,,,,,876 BERGEN STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662528,6000000006970,,20180928,,,,,,,,,,806 ST JOHNS PLACE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662529,6000000006971,,20190711,,,,,,,,,,716 BEACH AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662530,6000000006972,,20190909,,,,,,,,,,2807 SNYDER AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662531,6000000006973,,20190212,,,,,,,,,,168-05 DEPOT ROAD,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662532,6000000006974,,20180809,,,,,,,,,,LINCOLN PARK APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662533,6000000006975,,20190221,,,,,,,,,,1072 UNIVERSITY AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662534,6000000006976,,20190103,,,,,,,,,,1764 UNION STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662535,6000000006977,,20190320,,,,,,,,,,104 CENTRAL AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662536,6000000006978,,20190923,,,,,,,,,,1503 JEFFERSON AVENUE APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662537,6000000006979,,20190923,,,,,,,,,,406 CORNELIA STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662538,6000000006980,,20190131,,,,,,,,,,143 WOODBINE STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662539,6000000006981,,20191031,,,,,,,,,,146 LINDEN BOULEVARD APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662540,6000000006982,,20191217,,,,,,,,,,223 MANHATTAN AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662541,6000000006983,,20190424,,,,,,,,,,1544 NOSTRAND AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662542,6000000006984,,20191122,,,,,,,,,,924 DEKALB AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662543,6000000006985,,20190125,,,,,,,,,,115 SUYDAM STREET,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662544,6000000006986,,20191031,,,,,,,,,,764 EAST 152ND STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662545,6000000006987,,20180718,,,,,,,,,,"FREEMAN CORNER APARTMENTS, THE",Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662546,6000000006988,,20190809,,,,,,,,,,396 SOUTH 5TH STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662547,6000000006989,,20181128,,,,,,,,,,37 MONTROSE AVENUE,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662548,6000000006990,,20191127,,,,,,,,,,73 STARR STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662549,6000000006991,,20190815,,,,,,,,,,32-27 35TH STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662550,6000000006992,,20190405,,,,,,,,,,682 CHAUNCEY STREET APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
,662551,6000000006993,,20190726,,,,,,,,,,346 RUTLAND ROAD APARTMENTS,Other HPD Programs,City and State Programs,NYC Department of Housing Preservation and Development,true
